order_id,customer_id,order_date,status,region_code
468,81.0,2025-06-26 19:40:54,PLACED,NORTH
469,170.0,2024-07-25 03:44:23,SHIPPED,SOUTH
470,210.0,2026-05-23 15:32:22,RETURNED,EAST
471,339.0,2026-06-10 19:31:58,DELIVERED,EAST
472,122.0,02-07-2025,PLACED,NORTH
473,202.0,2024-07-25 18:02:12,RETURNED,WEST
474,,2025-05-29 12:06:49,PLACED,EAST
475,2.0,2025-02-18 01:18:25,CANCELLED,NORTH
476,151.0,2025-01-03 23:29:08,RETURNED,WEST
477,103.0,2024-07-24 08:28:14,PLACED,NORTH
478,106.0,2025-04-18 00:28:24,SHIPPED,EAST
479,42.0,2025-05-15 20:17:02,CANCELLED,NORTH
480,158.0,2025-09-01 13:17:53,CANCELLED,WEST
481,251.0,2025-05-03 10:31:56,DELIVERED,NORTH
482,,2024-11-15 08:17:26,RETURNED,WEST
483,95.0,2026-01-08 12:43:29,DELIVERED,WEST
484,190.0,2025-04-29 18:22:10,SHIPPED,WEST
485,23.0,2025-04-21 11:07:12,DELIVERED,WEST
486,239.0,2025-01-27 04:22:20,DELIVERED,SOUTH
487,429.0,2025-05-23 12:25:35,DELIVERED,NORTH
488,78.0,2025-01-10 01:48:39,PLACED,NORTH
489,343.0,2026-01-28 13:26:48,DELIVERED,WEST
490,498.0,2026-05-14 18:48:43,RETURNED,SOUTH
491,284.0,2026-02-28 23:56:40,PLACED,WEST
492,420.0,2025-12-01 04:42:47,RETURNED,WEST
493,495.0,2025-02-12 00:44:46,RETURNED,WEST
494,,2026-01-12 18:33:57,SHIPPED,WEST
495,154.0,2026-03-01 21:34:24,PLACED,WEST
496,463.0,2025-05-16 16:45:39,PLACED,SOUTH
497,62.0,2026-04-03 12:45:55,CANCELLED,SOUTH
498,486.0,2024-11-29 07:48:12,SHIPPED,SOUTH
499,414.0,2025-02-15 14:58:26,SHIPPED,SOUTH
500,22.0,2025-10-27 07:37:32,CANCELLED,NORTH
